customer_id,ssn,name,birth_date,marital_status,income_bracket,signup_date,city,state,payment_method,acquisition_channel,credit_score,cancellation_date
223,672-65-9267,Judy Lucas,1992-03-25,Divorced,D,2023-08-05,Garrettbury,WI,Direct Debit,Telesales,324,
224,660-70-2414,Dustin Gardner,1982-02-15,Married,C,2009-02-02,Williamland,AL,Bank Slip,Online,380,
225,852-60-8580,Melinda Burton,1996-07-13,Widowed,B,2022-01-28,New Kevinberg,MT,Bank Slip,Telesales,589,
226,674-19-7361,Richard Garcia,1960-06-25,Single,C,2014-08-16,Williamstad,NC,Credit Card,Physical Store,321,
227,231-82-5041,Maria Brown,1953-09-30,Widowed,C,1982-08-12,Markchester,DC,Direct Debit,Online,412,
228,108-79-6000,Richard White,1990-12-25,Married,B,2012-10-14,Dariusmouth,MT,Credit Card,Partner,322,
229,859-22-0106,Damon Vaughn,1967-11-08,Widowed,D,2002-01-30,Marshallville,NJ,Credit Card,Physical Store,477,
230,178-27-3309,Brett Rose,1962-11-22,Widowed,B,2011-09-30,North Jared,DC,Credit Card,Online,800,
231,113-37-0064,Timothy Stanley,1945-10-23,Single,D,1993-10-28,Stevensburgh,IL,Bank Slip,Telesales,523,
232,303-70-1302,Autumn Smith,1972-03-18,Single,A,1991-03-11,Taylorland,NE,Credit Card,Partner,677,
233,504-69-2448,Daniel Andrade,1951-10-18,Divorced,C,2009-09-20,Wagnerhaven,NY,Direct Debit,Online,511,
234,456-94-3210,Megan Larson,1986-06-01,Married,A,2006-12-23,East Matthewhaven,KY,Credit Card,Physical Store,360,
235,055-97-2178,Andrea Nicholson,1953-09-19,Divorced,D,1975-06-03,New Jeffrey,NJ,Direct Debit,Physical Store,741,
236,699-94-3736,Karen Green,1953-08-01,Single,D,1984-12-30,Lake Brittany,ME,Bank Slip,Telesales,378,
237,891-60-6387,Lauren Glenn,1964-06-24,Widowed,D,2005-05-09,New Carolyn,SC,Credit Card,Online,468,
238,284-94-9119,Mark Chang,2005-05-14,Divorced,A,2024-06-30,East Timothy,MT,Direct Debit,Partner,695,
239,727-58-7162,Cynthia Blackburn,1997-10-15,Married,D,2023-08-27,Kelseyfort,PA,Direct Debit,Partner,394,
240,063-02-4568,Amber Sanchez,1945-02-05,Widowed,C,2014-09-24,Lake Jenniferland,FM,Credit Card,Telesales,663,2024-06-04
241,657-41-7946,Carolyn Watson,1991-11-23,Divorced,B,2023-12-15,Matthewborough,RI,Credit Card,Physical Store,559,2024-07-08
242,473-11-3606,Dawn Smith,1968-04-26,Divorced,A,2012-05-09,Erikhaven,MH,Credit Card,Physical Store,662,
243,822-81-6588,Michael Stephenson,2001-07-06,Married,A,2022-10-03,Port Carolfurt,VA,Credit Card,Partner,574,
244,865-95-4151,Stephanie Ortega,1999-03-14,Divorced,B,2022-05-13,East Sean,MI,Direct Debit,Online,412,
245,622-81-1446,Courtney Simmons,1984-05-02,Widowed,D,2017-07-20,Rodgersmouth,AL,Credit Card,Physical Store,591,
246,807-34-5692,Margaret Ochoa,1976-12-07,Married,A,2011-06-04,Port Ebony,NE,Direct Debit,Online,542,
247,154-73-1532,Clayton Carter,2006-10-05,Single,C,2024-10-28,West Krystalfort,ND,Credit Card,Physical Store,610,
248,205-17-6125,Leonard Melton,1961-08-30,Married,B,2007-10-31,Port Denise,KS,Credit Card,Physical Store,448,
249,345-70-1673,Mary Waters,1977-11-12,Single,D,2000-04-19,Jamesberg,WI,Direct Debit,Online,832,
250,098-53-3179,Jessica Ross DDS,2005-01-16,Divorced,B,2024-07-03,South Scottstad,VA,Credit Card,Partner,830,2024-12-06
251,608-71-8698,Rhonda Taylor,1998-03-14,Divorced,D,2024-05-22,West George,WY,Credit Card,Physical Store,824,
252,574-36-2148,Cassidy Smith,1983-07-12,Divorced,B,2015-05-26,North Debrafurt,DC,Bank Slip,Partner,602,
253,485-97-9363,Sarah Rivera,1977-08-05,Married,D,2024-10-30,East Cassidy,UT,Direct Debit,Telesales,631,
254,802-10-5213,Rebecca Cox,1946-05-05,Divorced,D,2019-09-14,North Thomasfurt,FL,Direct Debit,Telesales,612,
255,753-07-7912,Elizabeth George,1949-09-05,Widowed,D,1983-01-11,Guzmanbury,OR,Bank Slip,Telesales,532,
256,317-91-4932,Matthew Fox,1944-12-27,Divorced,B,1989-07-04,Lorettaview,NE,Bank Slip,Telesales,565,
257,739-36-7628,Tyler Young,2002-05-20,Widowed,D,2021-07-01,Port Ashleyhaven,FM,Credit Card,Physical Store,418,
258,667-66-2515,Jon Novak,1964-06-10,Single,B,1989-03-17,Sheltonshire,DE,Bank Slip,Online,598,
259,093-85-2169,Melissa Simmons,1949-06-14,Divorced,C,1988-04-07,South Jared,MH,Bank Slip,Physical Store,394,
260,253-75-0833,Elizabeth Perez,1969-07-19,Married,D,1989-11-28,North Arielport,GU,Direct Debit,Physical Store,422,1995-08-20
261,758-62-4071,Jasmin Jones,1949-08-11,Single,A,1996-01-01,Hansenland,OH,Credit Card,Telesales,432,
262,071-80-0014,Molly Rodriguez,1975-09-04,Single,C,2020-10-04,Benjaminview,HI,Credit Card,Partner,585,2025-05-26
263,509-29-6792,Daniel Gomez,1966-12-02,Divorced,D,1989-03-09,Carlsonfort,OR,Direct Debit,Telesales,394,
264,841-51-1738,Jonathan Rodriguez,1986-05-26,Widowed,D,2022-09-02,New Michael,DC,Direct Debit,Telesales,819,
265,830-67-0849,Brad Harris,1993-04-13,Single,D,2017-01-15,East Lisaberg,MO,Credit Card,Partner,395,
266,084-24-5762,Christopher Parks,2000-02-04,Divorced,D,2019-11-09,Port Elizabethside,MI,Credit Card,Physical Store,314,
267,188-47-1035,Taylor Herring,2001-12-17,Married,A,2025-01-04,Lake Erinberg,TN,Direct Debit,Online,689,
268,790-36-3224,William Santos,1962-11-15,Divorced,C,2016-04-11,East Chloeville,CO,Credit Card,Physical Store,381,2021-07-06
269,501-86-4099,Michael Jones,1989-10-18,Single,A,2018-01-04,West Jessica,TN,Direct Debit,Online,614,2020-05-06
270,318-59-8393,Lauren Rodriguez,1962-04-05,Widowed,D,2004-07-11,Alexandriastad,TN,Credit Card,Telesales,525,
271,020-49-0801,Lisa Buchanan,1987-09-30,Widowed,B,2017-05-07,West Sandramouth,HI,Credit Card,Telesales,309,
272,189-75-2218,Virginia Palmer,1976-03-10,Widowed,A,2017-11-04,Katelynshire,KS,Bank Slip,Telesales,461,
273,504-47-9999,Michael Evans,1982-09-01,Single,B,2016-02-10,Ramseytown,MS,Direct Debit,Telesales,451,2024-03-17
274,503-34-0838,Corey Adams,1990-11-08,Married,B,2011-01-01,Allenfort,NE,Direct Debit,Telesales,658,
275,098-31-1838,Brenda Espinoza,1995-06-11,Married,D,2017-08-25,Kingstad,PA,Credit Card,Partner,408,2018-11-29
276,170-38-0581,Travis Barber,1946-01-10,Divorced,D,1971-07-26,Joyborough,MO,Bank Slip,Physical Store,699,2023-01-23
277,200-67-8957,Leslie Hayes DDS,1963-04-29,Widowed,D,1995-12-04,Davidville,ND,Bank Slip,Physical Store,340,
278,402-21-4484,Kimberly Bennett,1962-08-25,Single,B,1984-05-25,South Juliashire,MA,Direct Debit,Partner,788,
279,236-06-3043,Mary Andrews,1960-01-10,Married,D,2023-10-23,Reyeshaven,SD,Credit Card,Partner,411,
280,602-81-9662,Jessica Gonzales,1948-11-10,Single,B,2006-04-13,New Jacob,IA,Credit Card,Physical Store,500,
281,749-35-9797,Shelby Kennedy,1965-04-20,Married,D,1998-10-07,West Thomasside,NH,Bank Slip,Telesales,582,2022-12-03
282,457-67-8346,Jill Dean,1954-05-16,Married,A,1981-11-23,Cindychester,MO,Bank Slip,Partner,457,
283,296-36-0187,Dawn Carter,1955-09-20,Single,A,2006-08-17,East Justinbury,ND,Bank Slip,Partner,762,
284,641-61-6990,Andres Reyes,1974-09-09,Widowed,A,2021-05-27,South Jorge,TN,Bank Slip,Telesales,765,
285,543-01-4300,Jared Mejia,1964-11-08,Widowed,C,1994-12-02,Woodsville,OH,Direct Debit,Online,832,
286,370-27-2118,Alex Joyce,2003-05-19,Single,A,2023-06-15,Lefurt,LA,Credit Card,Telesales,634,
287,018-14-2687,Maria Jenkins,1957-12-25,Divorced,C,1977-02-16,Johnstonport,GA,Direct Debit,Partner,670,
288,282-49-3260,Victor Melendez,1981-09-20,Married,C,2002-09-30,North Wyattbury,FL,Direct Debit,Online,627,
289,745-67-2731,Phillip Rocha,2002-10-28,Single,B,2025-04-02,East Megan,IL,Direct Debit,Telesales,701,2025-05-07
290,362-57-4508,Mr. Gregory Faulkner,1960-08-08,Divorced,C,1988-10-30,Georgeburgh,NH,Direct Debit,Partner,448,
291,257-23-4731,Sheri Fletcher,1985-03-17,Divorced,D,2018-06-13,New Courtney,CO,Credit Card,Online,775,
292,344-25-1817,Elizabeth Horn,1994-07-16,Widowed,D,2012-09-25,Underwoodland,ID,Bank Slip,Partner,390,
293,502-35-7013,Loretta Daniels,1966-04-21,Married,A,2008-07-01,Susantown,PR,Direct Debit,Partner,761,2015-12-08
294,647-02-2907,Richard Garcia,1979-07-07,Divorced,C,2024-10-31,East Erictown,TX,Direct Debit,Partner,518,
295,457-11-4654,Deanna Ramirez,1968-12-28,Single,D,2013-10-06,West Connie,AZ,Bank Slip,Telesales,780,
296,799-41-4786,Todd Anderson,1978-02-14,Married,A,2011-02-09,Lake Gloriaport,IN,Direct Debit,Online,460,
297,580-48-5805,John Morrison,1991-07-01,Single,A,2017-02-12,Lake Brianfort,PR,Bank Slip,Physical Store,701,
298,572-66-3630,Jennifer Ross,1980-02-12,Widowed,D,2005-10-20,Port Edwin,NJ,Credit Card,Online,694,
299,479-71-7947,Pamela Stephenson,2005-08-23,Divorced,D,2024-12-06,Jasmineburgh,IL,Direct Debit,Physical Store,620,
300,844-60-1085,Felicia Burnett,2006-12-27,Single,C,2024-12-31,Port Lisa,OR,Credit Card,Physical Store,532,
301,165-66-8147,Gabriel Greer,1967-07-10,Single,D,2024-05-31,Port James,NC,Bank Slip,Online,521,
302,400-35-0781,Amy Davis,1988-10-23,Married,A,2019-10-06,Lake Oliviafort,VA,Bank Slip,Online,580,
303,777-01-0483,Patricia Gregory,1971-02-04,Widowed,D,2013-07-09,Hernandezmouth,OH,Credit Card,Online,603,
304,645-09-3822,Alfred Anderson,2002-05-11,Single,B,2020-12-02,East Michellemouth,OR,Direct Debit,Online,574,
305,181-11-9051,Nicholas White,1985-05-14,Married,B,2024-08-26,New Charlesstad,AL,Direct Debit,Physical Store,614,
306,267-56-3206,Nicole Campbell,1995-09-11,Widowed,B,2025-04-23,Lake Terryport,GA,Direct Debit,Online,643,
307,198-04-6278,Sara Wright,1944-12-09,Widowed,B,1985-01-17,New Kathy,MO,Credit Card,Online,544,1997-11-10
308,570-45-3504,Kiara Gomez,1998-08-18,Single,A,2019-08-25,Andersonburgh,PA,Bank Slip,Physical Store,357,
309,404-39-2070,Shari Smith,1995-09-21,Single,A,2016-08-15,Rebeccaville,MS,Credit Card,Telesales,792,2022-12-15
310,075-38-9588,Joseph Gibson,1945-10-25,Widowed,A,1998-01-10,Parkermouth,TN,Direct Debit,Online,579,
311,645-94-9824,Marvin Wu,1977-10-02,Single,A,2019-03-09,Snyderfort,NY,Direct Debit,Physical Store,483,2020-08-06
312,347-91-1708,Stephen Reyes,1957-01-31,Single,C,1978-02-21,South Chelseaton,MA,Credit Card,Partner,719,
313,460-09-6709,Samuel Howard,1996-03-05,Married,C,2021-11-13,Allenbury,RI,Direct Debit,Partner,363,
314,704-10-4454,Brian Carrillo,1961-02-21,Divorced,D,1983-08-07,Port David,FL,Bank Slip,Physical Store,698,2008-07-07
315,176-62-7074,Caroline Bowen,1956-01-01,Widowed,A,2007-01-02,Port Dominique,OR,Bank Slip,Online,314,
316,320-23-6477,Joe Jones,1984-10-20,Married,C,2011-10-25,North Kelly,MH,Credit Card,Online,712,
317,395-73-2520,Melinda Hinton,1987-02-10,Widowed,B,2005-02-27,West Sandra,NE,Bank Slip,Partner,741,2023-09-20
318,676-02-9296,Terrence Gray,1978-08-30,Widowed,A,2001-02-20,Rothburgh,MH,Credit Card,Partner,744,
319,227-47-2781,Virginia Davis DVM,1958-11-18,Single,D,1985-03-21,New Aaronfort,AK,Bank Slip,Telesales,430,
320,001-28-1409,Heather Cunningham,1970-03-23,Single,B,1992-05-22,New Kenneth,WA,Credit Card,Telesales,778,
321,218-68-3096,Rebecca James,1990-06-07,Married,D,2022-04-16,North Biancaland,MS,Credit Card,Physical Store,322,
322,855-15-4163,Lydia Poole,1946-12-09,Divorced,A,1990-10-09,Kimberlyfort,GA,Credit Card,Partner,612,2004-07-24
323,659-90-4357,Christina Garcia,1991-11-28,Divorced,D,2018-04-23,East Peggy,WY,Direct Debit,Online,553,
324,762-80-6726,Kelly Thompson,2004-09-06,Married,D,2023-07-01,Sharontown,NY,Bank Slip,Online,620,
325,589-83-3705,Christopher Stokes,1989-02-18,Single,B,2009-02-26,South Erinborough,TN,Credit Card,Telesales,378,
326,230-67-9551,Catherine Nelson,2003-04-19,Single,A,2022-08-31,Teresaborough,UT,Credit Card,Online,566,
327,683-98-4450,Laura Gonzalez,2005-01-08,Single,C,2024-03-24,Alexastad,NM,Credit Card,Telesales,847,2024-05-09
328,780-97-9893,Kevin Foster,1953-01-03,Widowed,D,1990-04-06,East Ryan,IN,Credit Card,Telesales,504,
329,816-90-8908,Benjamin Koch,1949-12-17,Married,D,1978-03-22,Youngshire,MS,Bank Slip,Partner,764,
330,709-74-8680,Wayne Peck,1979-02-01,Married,B,2019-04-17,South Briannashire,NJ,Direct Debit,Online,646,
331,161-52-0995,Raymond Anderson,1964-10-18,Widowed,D,2004-02-27,Benjaminchester,ME,Bank Slip,Online,523,
332,297-68-5858,Benjamin Miller,1947-12-04,Divorced,A,1994-02-16,Millermouth,FM,Credit Card,Partner,663,2016-09-12
333,255-43-1175,Roberto Johnson,1996-03-27,Widowed,C,2018-09-30,Lake Steven,TN,Credit Card,Physical Store,741,
334,293-14-5025,Katherine Williams,1989-01-25,Widowed,D,2017-08-05,Lindseyville,MT,Bank Slip,Partner,504,
335,322-93-1727,Maria Singh,2004-08-28,Single,D,2024-09-15,Justinview,HI,Bank Slip,Telesales,419,2024-10-25
336,201-45-4799,Holly Franco,1987-07-23,Widowed,C,2007-01-19,Brianchester,AR,Direct Debit,Online,787,
337,650-34-1915,Ryan Jackson,1957-08-29,Married,C,1995-01-17,Joshuaside,MO,Credit Card,Online,674,
338,713-57-1790,Adam Robinson,1990-01-25,Widowed,B,2023-06-17,Carlabury,WI,Bank Slip,Partner,312,
339,788-35-6820,Brian Burns,1976-05-15,Single,D,2018-03-31,Vargaston,VT,Credit Card,Physical Store,373,
340,541-15-7123,Melissa Bailey,1983-10-21,Single,A,2013-03-09,South Daniel,FL,Credit Card,Partner,483,
341,103-74-6354,Margaret Jenkins,1977-05-21,Widowed,A,2013-09-12,Port Tonya,NV,Credit Card,Physical Store,561,
342,328-10-2967,Kelly Saunders,2001-07-27,Single,B,2023-06-02,Smithchester,UT,Credit Card,Physical Store,300,
343,296-66-5970,Jason Miller,1993-03-02,Widowed,B,2023-12-18,Newtonmouth,NV,Direct Debit,Telesales,574,
344,263-43-9621,April Mills,1995-02-18,Single,D,2022-01-01,Port Brandon,MI,Direct Debit,Telesales,338,
345,569-57-9135,Steven Fleming,1971-11-04,Widowed,D,2007-08-16,Ryanfurt,FM,Direct Debit,Telesales,776,
346,033-08-5836,Douglas Adams,1955-07-27,Widowed,A,1976-10-25,East Emilyton,MH,Credit Card,Telesales,778,
347,037-95-2102,Sarah Sherman,2004-02-06,Widowed,D,2025-04-22,New Samuelville,RI,Direct Debit,Physical Store,798,
348,257-45-6357,Jessica George,1992-04-01,Single,D,2014-12-21,Kristenberg,ID,Bank Slip,Partner,536,
349,789-59-3638,Blake Keller,1989-05-04,Widowed,A,2019-09-18,Port Andrewland,VI,Direct Debit,Online,496,
350,453-21-7224,Pamela Chapman,1982-01-11,Widowed,A,2005-06-28,South Nicolemouth,AZ,Bank Slip,Partner,732,
351,513-23-8122,Breanna Miller,1987-09-08,Married,D,2016-01-18,Edwardfurt,NC,Credit Card,Telesales,521,
352,142-87-8860,John Snyder,1995-05-07,Married,C,2020-05-28,Lake Carla,CT,Credit Card,Partner,583,
353,125-46-2734,Reginald Cabrera,1948-08-09,Single,A,2024-01-05,North Michaelburgh,MP,Credit Card,Online,502,
354,128-70-3686,Dr. Joshua Knapp Jr.,1998-08-22,Divorced,D,2021-07-08,New Vincent,WI,Direct Debit,Online,304,
355,544-19-9488,Sarah Hamilton,1968-04-10,Single,B,2002-09-01,Jenniferfurt,MT,Credit Card,Physical Store,307,
356,514-68-7050,William Wallace,1971-10-04,Widowed,B,1992-06-22,Jamesfurt,DC,Direct Debit,Partner,490,
357,832-27-3116,Kathleen Fitzgerald,1993-09-29,Widowed,A,2024-10-30,South Matthew,FM,Credit Card,Physical Store,406,
358,420-48-1324,Jimmy Taylor,1949-10-05,Divorced,C,1982-06-04,North Josephberg,HI,Bank Slip,Online,712,
359,805-45-0896,John Boyd,1998-02-07,Divorced,A,2022-08-23,Nancyview,NY,Bank Slip,Telesales,727,
360,197-61-0185,Tamara Cunningham,1956-01-05,Widowed,C,2021-08-31,New Thomasmouth,RI,Bank Slip,Online,400,
361,709-13-4655,Bianca Snyder,1956-03-01,Single,B,1990-11-05,North William,ID,Direct Debit,Online,833,1996-11-28
362,095-96-3501,Michael Mcdaniel,1953-11-03,Single,B,2006-02-26,South Christina,NC,Bank Slip,Telesales,477,
363,039-94-1263,William Davis,1957-05-22,Single,A,1996-11-18,South Christine,FL,Direct Debit,Partner,307,
364,789-24-0388,Christopher Davis,2003-02-04,Widowed,B,2024-06-29,East Edward,TX,Direct Debit,Physical Store,815,
365,140-95-4221,Shawn Jones,2003-12-15,Single,A,2023-08-03,Samanthashire,MP,Bank Slip,Partner,576,
366,505-83-9135,Jennifer Garrett,1958-10-30,Divorced,A,2008-02-20,Dicksonside,UT,Credit Card,Physical Store,534,
367,127-29-9002,Austin Wong,1976-06-30,Widowed,D,2001-12-30,West Alanmouth,VI,Bank Slip,Telesales,687,
368,161-76-8641,Stephanie Robinson,1996-10-22,Single,C,2019-12-09,Karenport,AS,Bank Slip,Partner,410,
369,380-15-1904,Timothy Wilson,1952-02-29,Divorced,C,2024-02-20,Taraport,CT,Bank Slip,Partner,481,2024-08-02
370,680-30-4065,Wesley Jones,1981-11-23,Divorced,C,2023-01-06,South Julianfort,WA,Credit Card,Partner,699,
371,243-79-6282,Chad Ingram,1972-06-28,Widowed,C,1992-05-30,Ingramburgh,IA,Direct Debit,Physical Store,788,2015-10-07
372,457-97-6798,Maurice Parks,2007-01-23,Married,A,2025-04-09,Rosschester,IL,Bank Slip,Online,594,
373,023-66-0664,Melissa Fox,1978-05-19,Widowed,D,2024-07-02,Brianshire,PA,Bank Slip,Physical Store,313,
374,593-13-2443,Ricky Robbins,1983-11-12,Single,A,2002-10-11,Tyronehaven,WI,Direct Debit,Telesales,317,
375,290-23-0524,Dr. Gregory Nelson,1971-08-27,Single,C,1990-05-13,Mccallmouth,MT,Direct Debit,Telesales,322,
376,779-71-7640,James Cervantes,1956-04-16,Married,A,1987-09-12,East Jennifer,VI,Credit Card,Partner,847,
377,425-68-6201,Christopher Snyder,1965-06-11,Divorced,A,2017-03-17,Cookhaven,SD,Bank Slip,Online,797,
378,551-80-4560,Kristen Baker,1954-02-10,Single,C,1996-10-10,North Andrewtown,GA,Direct Debit,Telesales,771,
379,071-29-0496,Michael Avila,1967-08-11,Divorced,D,2022-09-24,New Kimberly,IL,Bank Slip,Partner,717,
380,774-34-2496,Elizabeth Armstrong,1995-03-18,Single,A,2014-12-21,Lake Craigberg,SC,Credit Card,Online,565,
381,372-01-7745,Theresa Anderson,1979-05-11,Divorced,C,2003-04-16,West Michaeltown,MO,Direct Debit,Telesales,346,
382,730-39-8537,Julie Miller,1951-11-06,Single,A,2006-11-29,South Robert,GU,Bank Slip,Physical Store,560,
383,780-37-9296,Emily Graves,1956-01-19,Divorced,A,1977-08-23,Charlesview,NM,Credit Card,Physical Store,812,1984-06-07
384,599-82-0728,Michelle Shepherd,1978-11-10,Single,A,2024-09-14,Perrystad,MS,Credit Card,Partner,829,
385,137-05-2709,Joseph Gonzalez,1970-08-31,Widowed,A,1996-12-14,Kellyfort,IA,Bank Slip,Telesales,313,
386,733-88-5711,James Wilson,2006-05-02,Divorced,D,2025-02-05,South Patrickton,IL,Direct Debit,Telesales,848,
387,426-92-8424,Timothy Morris,1965-03-24,Single,C,2025-06-03,New Donaldbury,MT,Direct Debit,Online,361,2025-06-08
388,394-16-4298,Kenneth Moreno,1993-08-14,Single,D,2017-06-08,Brooksland,NJ,Bank Slip,Partner,325,
389,119-56-8533,Tracy Barry,1998-07-28,Divorced,A,2024-11-04,Franklinstad,MS,Bank Slip,Online,674,
390,017-14-0856,Jessica Chan,1988-12-20,Divorced,B,2017-07-06,Lake Vincent,NM,Credit Card,Physical Store,836,2021-04-14
391,479-58-9228,Allen Douglas,1995-11-03,Single,A,2014-09-03,Christopherton,AZ,Direct Debit,Physical Store,594,
392,093-70-1840,Craig Scott,1951-02-20,Single,B,1991-02-12,New Patrickfort,AK,Credit Card,Partner,589,
393,786-46-8356,Yesenia Watson,1988-01-08,Married,B,2006-01-15,Thomasside,LA,Bank Slip,Physical Store,721,2014-01-06
394,195-56-3356,Michael Sims,2003-05-18,Single,A,2023-05-10,Martinfort,AK,Direct Debit,Online,768,2025-05-11
395,479-32-3901,Tonya Nelson,1969-09-07,Single,D,2013-10-23,East Mark,GU,Bank Slip,Online,562,
396,561-36-0100,Susan Bowen,1945-04-10,Married,D,1997-06-18,Stevenmouth,VA,Bank Slip,Partner,307,
397,026-96-5366,Ashley Hall,1946-07-01,Widowed,B,1987-06-07,Danielleton,WA,Direct Debit,Telesales,572,
398,310-83-7164,Bruce Miller,1949-08-10,Widowed,D,1981-11-20,Ashleychester,SC,Bank Slip,Online,556,
399,761-58-5321,Amanda Moore,1978-09-04,Divorced,D,2010-01-01,Lisamouth,NC,Bank Slip,Online,716,
400,083-27-5792,Seth Romero,1975-05-09,Married,D,2001-10-19,Beckhaven,WI,Direct Debit,Partner,756,
401,341-69-3282,Jessica White,1989-05-04,Single,D,2011-08-14,Hernandezmouth,NH,Direct Debit,Physical Store,734,
402,048-10-2866,Patricia Cruz,1944-12-13,Married,A,2016-07-07,Dianeshire,FL,Credit Card,Partner,304,
403,143-14-0896,Robert Soto,1979-03-05,Married,D,2012-08-03,Chenchester,ID,Bank Slip,Online,784,
404,577-28-2900,Ashley Jarvis,1973-10-31,Single,C,1998-11-06,Pittmanton,MD,Bank Slip,Partner,449,
405,037-95-2535,Eric Blackburn,1963-12-30,Married,A,1992-07-05,Port Danielfurt,VI,Credit Card,Telesales,552,2011-01-27
406,506-41-8534,Haley Rodriguez,2003-12-20,Married,B,2025-01-11,Brittneyside,SD,Bank Slip,Partner,702,
407,079-72-3927,Priscilla Wilson,1993-04-01,Married,D,2019-08-04,South Staciemouth,VT,Direct Debit,Physical Store,586,
408,132-55-0718,Maureen Stone,1974-04-19,Married,B,2023-05-14,Port Biancaview,ID,Bank Slip,Online,604,2024-06-19
409,078-08-2836,Daryl Johnson,1995-09-30,Widowed,D,2016-06-25,Tracifort,NE,Bank Slip,Physical Store,539,2024-12-11
410,357-18-7796,Caitlin Beck,2006-11-07,Married,B,2025-04-10,New Melissaside,VI,Bank Slip,Telesales,371,
411,185-51-9152,Robert Griffith,1955-08-03,Widowed,C,2004-09-01,Isabellaberg,MI,Bank Slip,Partner,826,
412,639-57-8518,Gabriel Pierce,1948-06-12,Divorced,B,1998-12-15,West Todd,NC,Direct Debit,Physical Store,362,
413,014-93-0432,Brandon Rodriguez,1977-09-12,Widowed,B,2014-10-09,Kennethside,OR,Bank Slip,Partner,696,2018-06-09
414,029-59-7643,Andrew Brooks,2002-05-30,Divorced,B,2023-02-07,West Andrew,AL,Credit Card,Physical Store,381,
415,520-72-5077,Shannon Warner,1983-03-08,Divorced,C,2012-02-28,Jesushaven,DC,Credit Card,Online,328,2014-10-04
416,790-21-2316,Thomas Sanchez,1974-01-22,Divorced,A,2023-07-21,Derekville,VT,Direct Debit,Physical Store,342,
417,218-42-8896,Michael Burton,2002-07-11,Single,A,2023-09-07,Smallton,ND,Direct Debit,Physical Store,435,
418,300-41-1697,Kerry Kennedy,2001-07-29,Married,D,2023-05-11,South Ricardo,MP,Bank Slip,Online,556,
419,560-65-1777,Samantha Adams,1962-05-03,Divorced,B,1991-02-01,Bellmouth,MP,Credit Card,Partner,746,
420,241-85-7678,Gina Tapia,1962-09-11,Single,D,1983-12-11,Amyview,AS,Bank Slip,Physical Store,407,
421,344-18-5454,Scott Hodge,1950-04-28,Married,B,1991-04-25,Lake Ryanstad,NH,Credit Card,Partner,576,
422,203-29-9300,Jessica Spencer,1978-12-30,Widowed,C,2018-12-31,Barbaraville,ID,Credit Card,Physical Store,618,
